Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.7982753956486395,1.9387568563885158,1.7354300551944308,0.2574536219081272,0.2798216276477146,0.2971014492753623
2,1.6471749443574002,1.5416855796178182,1.5224307611253527,0.3456548144876325,0.37068004459308806,0.3935340022296544
3,1.5595762448997463,1.4138385929001702,1.4441214980019463,0.3810733215547703,0.42920847268673357,0.4122073578595318
4,1.5113895182422108,1.4847211156951057,1.4809383079740737,0.40036992049469966,0.39241917502787066,0.4044035674470457
5,1.4909141631829865,1.3909797143936158,1.3988572242524888,0.4068849381625442,0.4484392419175028,0.4322742474916388
6,1.4677337002627842,1.3562305145793492,1.3444301377402412,0.4137864399293286,0.4322742474916388,0.44342251950947603
7,1.4487709394086796,1.3709071694480048,1.3784596379597982,0.4223995141342756,0.5105908584169454,0.47268673355629875
8,1.4226920578115398,1.2929327162106832,1.284568929142422,0.43327628091872794,0.4908026755852843,0.48578595317725753
9,1.4063666842009068,1.3816221968332927,1.3786380743980409,0.44903931095406363,0.48857302118171686,0.48968784838350055
10,1.3842715672859034,1.3153394677903918,1.33407321161694,0.45605123674911663,0.5142140468227425,0.5055741360089187
11,1.3570220084209323,1.2609682411617702,1.286823461320665,0.4749061395759717,0.5426421404682275,0.5016722408026756
12,1.343051772577813,1.2281172217263117,1.2387270204226175,0.4762588339222615,0.5275919732441472,0.5089186176142698
13,1.321164864243762,1.2257431681950888,1.2323179160224067,0.487770538869258,0.5348383500557413,0.5195094760312151
14,1.3088521939758277,1.1803201595942179,1.1831852854622735,0.493788648409894,0.5471014492753623,0.5498885172798216
15,1.2798997206949092,1.194978384706709,1.219031911161211,0.5089443462897526,0.54041248606466,0.5379041248606466
16,1.258143170193733,1.1154409885406493,1.1499205078019037,0.5192137809187279,0.5819397993311036,0.5599219620958752
17,1.2422682643199978,1.0785535391171772,1.1266710416475931,0.5270814929328622,0.5933667781493869,0.5721850613154961
18,1.2199842138446262,1.126940814918942,1.1414134290483262,0.5414090106007067,0.5964325529542921,0.5788740245261984
19,1.1940449140439395,1.0511379294925265,1.0969744245211284,0.5498564487632509,0.6201226309921962,0.5891861761426979
20,1.1723043609923904,1.070439792474111,1.1409163223372565,0.5628588780918727,0.6418617614269788,0.5947603121516165
21,1.1497573706160165,1.0146665853924222,1.0663731813430786,0.5756956713780919,0.6404682274247492,0.6034002229654404
22,1.1255212186477,0.9839954868952433,1.0307067573070525,0.5871521643109541,0.6315496098104794,0.6075808249721293
23,1.107047107452428,0.9465750945938958,0.9912443039152358,0.5906581272084805,0.6446488294314381,0.6259754738015607
24,1.0815020146328864,0.9467811191082001,0.967732861439387,0.6020041961130742,0.6555183946488294,0.6446488294314381
25,1.0575928314993743,0.9133122279908922,0.9829547181394365,0.6110313604240283,0.6842251950947603,0.6301560758082497
26,1.0346153477476678,0.8906059453222487,0.9433953392505646,0.6222670053003534,0.6794871794871795,0.6549609810479375
27,1.0241931944348366,0.9613127262062496,0.999446858962377,0.6273189045936396,0.6379598662207357,0.6315496098104794
28,1.0040092801300038,0.8978713976012336,0.9559848655594719,0.6357939487632509,0.6783723522853957,0.6443701226309922
29,0.9897037076734191,0.8480016191800436,0.9172696424855127,0.6433303886925795,0.7129319955406912,0.6619286510590858
30,0.9655792362224508,0.783398925198449,0.8943472658263313,0.6479129858657244,0.7229654403567447,0.681438127090301
31,0.9477889187660319,0.845897647274865,0.8987029084894392,0.6548696996466431,0.7120958751393534,0.6739130434782609
32,0.9350059703650617,0.7951589108837975,0.8544226625230578,0.6620748674911661,0.7277034559643255,0.6881270903010034
33,0.9243391361285014,0.7728132175074683,0.832308687766393,0.6679825530035336,0.737736900780379,0.6923076923076923
34,0.908674605401371,0.7996533981959025,0.8357005390193727,0.6725375441696113,0.717948717948718,0.6964882943143813
35,0.8905147695420277,0.7348640090227128,0.8203072948588266,0.6771201413427562,0.7352285395763657,0.7012263099219621
36,0.8802045929005415,0.7406192329857084,0.810989128616121,0.6850154593639576,0.7435897435897436,0.7090301003344481
37,0.8673947933969144,0.73031406627761,0.798690178460545,0.6901501766784452,0.7480490523968785,0.70958751393534
38,0.8595056057226427,0.7649943245781793,0.8301250714725918,0.6924414752650176,0.7302118171683389,0.6987179487179487
39,0.8449957495153793,0.7040784561634064,0.7699759323067136,0.6978798586572438,0.7483277591973244,0.7232441471571907
40,0.8285773440524146,0.7354703141583336,0.7939977212746938,0.704726148409894,0.7316053511705686,0.7126532887402452
41,0.8166877778490524,0.6747492880953683,0.7358141358693441,0.705747570671378,0.761984392419175,0.7369007803790413
