Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.6410564314270641,1.6265414611746867,1.6416379902269933,0.38297005500101855,0.38995761330290185,0.3933088535291718
2,1.4894801491829006,1.3194518170009057,1.3253477312527693,0.4536565491953555,0.527551353113792,0.5210118319053447
3,1.3481563755860158,1.2320474963635206,1.2260424165756671,0.5003055612140965,0.5507010107597,0.5589555283557731
4,1.2854655853894323,1.2024569834272067,1.1773973578200132,0.5224078223670808,0.5634170198891425,0.5711954304365565
5,1.2459540925313284,1.1481894707928102,1.1283410551486077,0.541658178855164,0.589827192696446,0.5964912280701754
6,1.202144754340672,1.1641591754741967,1.1339602141411274,0.5599918517009574,0.592761656341702,0.5952672378620971
7,1.1767562144354033,1.0917925806716084,1.069863718438458,0.5832145039722958,0.6136289533746332,0.602203182374541
8,1.1446537622508475,1.041814685954402,1.0165053377677868,0.587696068445712,0.6338441473752853,0.6311709506323949
9,1.0947601139448364,1.0500731572198372,1.0378711945437766,0.6122428193114687,0.6256928594717965,0.6319869441044471
10,1.0864151761858005,1.0601247008889914,1.0535442178899592,0.606335302505602,0.6146071079230518,0.602203182374541
11,1.0348254229618594,0.9664967493154109,0.9506753955955629,0.6234467304950092,0.6677535050537985,0.6764585883312934
12,1.0248818792621166,0.9666952590147654,0.9646640110325504,0.6328172743939703,0.6521030322791,0.6356589147286822
13,1.0048989045406398,0.9539856195139388,0.9253864493462947,0.6371969851293543,0.6801434626671014,0.6801305589555283
14,0.9911996530496336,0.9432363809707264,0.9257561746355775,0.6550213892849868,0.6922073687642648,0.69359445124439
15,0.9752841514174247,0.9233680767938495,0.9209327221690834,0.6549195355469546,0.6762308444734269,0.6727866177070584
16,0.9437950779638383,0.934599640003095,0.9089753927735539,0.6719291097983296,0.6781871535702642,0.7021623827009384
17,0.9372306474839437,0.90042656675602,0.8956761890417569,0.6708087186799756,0.6987283990870558,0.6993064055487556
18,0.9134916917994279,0.9696622740787765,0.9700656066854279,0.6791607251986148,0.6772089990218455,0.6838025295797634
19,0.9017070239889117,0.8457873618075004,0.8226904408498243,0.6903646363821552,0.7059015324421258,0.7172582619339045
20,0.8612412182001415,0.8320561124322315,0.8227352830883744,0.6998370340191485,0.7169872839908705,0.7176662586699306
21,0.869734101021717,0.9455435696678857,0.9018213886332203,0.7038093298024037,0.6902510596674275,0.7058343533251734
22,0.8345320189571924,0.8335336876722673,0.8461945831001579,0.7067630882053372,0.7212259537006848,0.7074663402692778
23,0.8255826294761915,0.9584734166661898,0.9580154961773327,0.7196985129354248,0.7016628627323117,0.6915544675642595
24,0.8177152198378349,0.9095251333589355,0.8581974102885692,0.7255041760032593,0.7075317900228236,0.7095063239494084
25,0.7795402334353823,0.8793867273877064,0.8671171421354468,0.735180281116317,0.7222041082491033,0.7123623011015912
26,0.779602599721584,0.8121907021850348,0.8422024725609786,0.7372173558769607,0.7411150961851972,0.7294981640146879
27,0.7687240789010392,0.788228010525927,0.7861564197130018,0.7446526787533102,0.7345940658624063,0.7478580171358629
28,0.7251758533332752,0.7166472881799564,0.7253151561145659,0.7566714198411082,0.7623084447342681,0.7641778865769074
29,0.7291831014987312,0.77967131898428,0.7659499776827825,0.7608474231004277,0.7685034235409195,0.7568339453284374
30,0.693893942702865,0.7166585575323552,0.7139796008924385,0.7668567936443268,0.7675252689925008,0.7702978376172991
31,0.6856574823758307,0.6891301951836795,0.7173504204332054,0.7757180688531269,0.778284969025106,0.7633618931048551
32,0.6748489086494966,0.7126970668323338,0.7029178777782173,0.7776532898757385,0.7671992174763612,0.7658098735210118
33,0.6608286030129423,0.7090513550986847,0.7103535206867503,0.7803014870645752,0.7655689598956635,0.762545899632803
34,0.6504198361661419,0.7544003882600615,0.7593686509538781,0.7807089020167041,0.7518747962178024,0.7458180334557324
35,0.6323755993249944,0.7175692655146122,0.7126771477716309,0.792218374414341,0.7704597326377568,0.7751937984496124
36,0.626453305409572,0.7555763399383674,0.7541766408105175,0.7935424730087595,0.7655689598956635,0.7523459812321501
37,0.6148447618737866,0.8431073624718314,0.850627513965229,0.7998574047667549,0.7277469840234757,0.7270501835985312
38,0.5974395553481306,0.7303417829486231,0.7538552554687122,0.8033204318598492,0.7786110205412455,0.766625866993064
39,0.5706973441539739,0.8239911072111378,0.8131700892533574,0.8139132206151966,0.7238343658298011,0.7437780497756018
40,0.5693640488439546,0.7172107389972856,0.7161489745674582,0.8176818089223874,0.7727420932507336,0.762545899632803
41,0.543141090738851,0.7241205001094689,0.7320673452666053,0.8203300061112243,0.7792631235735246,0.7747858017135862
