Epoch,Train Loss,Test Loss,Validation Loss,Train Accuracy,Test Accuracy,Validation Accuracy
1,1.6169384849104709,1.4280682677415537,1.4418029174167133,0.36487133713589065,0.44837675909154245,0.439198606271777
2,1.3807084652540744,1.3786952798244416,1.3718660991836058,0.46880306526755783,0.46161348752960846,0.4665505226480836
3,1.2439734334733161,1.2954758287538133,1.2898821938668785,0.5258414246527626,0.518183084854396,0.5207317073170732
4,1.1448073096179032,1.2587243892700475,1.2526601079778752,0.5653764096312099,0.5289118015884074,0.5280487804878049
5,1.0507498102931923,1.188822022126884,1.178050658330944,0.6032568467801629,0.5488365612372857,0.5534843205574913
6,0.9672972710393265,1.249685923612463,1.2292671087392526,0.6418774763791527,0.5464678835167898,0.5487804878048781
7,0.8807784830295275,1.2556590593870074,1.2502283953690596,0.6749684329690425,0.5552459244809809,0.560801393728223
8,0.793607608957377,1.2449805341611195,1.2386000005315605,0.7105847520355293,0.5626306256095862,0.5541811846689896
9,0.7124979830240639,1.290132502073169,1.255229240672502,0.7432403013018679,0.5552459244809809,0.5646341463414634
10,0.6320017256558689,1.4519667855084342,1.4171366651742239,0.7708451256150128,0.5445172077469694,0.5482578397212543
11,0.5543490409446377,1.3678102533774812,1.3597299274793906,0.8042844080637437,0.5690399888532813,0.5691637630662021
12,0.4830931319095049,1.4727290923850307,1.4223975259447497,0.8310184177297862,0.5535739166782778,0.5585365853658537
13,0.4225393412920094,1.5638353340078834,1.5610100787994257,0.8535725170897375,0.5641632994287307,0.5672473867595819
14,0.37281748872058346,1.74912951120024,1.745475833130414,0.8697696695258414,0.5546885885467465,0.5463414634146342
15,0.32881008545429674,1.619962193918122,1.6219492801218645,0.8873165846649541,0.570851330639543,0.5677700348432055
16,0.27228031852892226,1.8098083544680164,1.7993866482069898,0.9070840771541777,0.5591472760206214,0.5637630662020906
17,0.25104720478625786,1.7571370470895533,1.7491031196124043,0.9148778682457439,0.5602619478890901,0.5660278745644599
18,0.20787169667762448,1.8284677299598278,1.809899913816399,0.9297252579788392,0.5787933677023827,0.5761324041811847
